player_name,club_name,position_name,now_cost,total_points,event_points,points_per_game,selected_by_percent,goals_scored,assists,minutes,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,saves,yellow_cards,red_cards,bonus,influence,creativity,threat,ict_index,form,dreamteam_count,value_form,value_season,transfers_in,transfers_out,transfers_in_event,transfers_out_event,cost_change_start,cost_change_start_fall,cost_change_event,cost_change_event_fall,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,starts,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution,defensive_contribution_per_90,news,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
Harry Howell,Brighton,MID,4.5,4,0,1.3,0.2,0,0,92,0,2,0,0,0,0,0,0,0,10.2,5.1,2.0,1.8,0.0,0,0.0,0.9,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,1.04,1,1,3,3,7,6.85,Has joined Leicester City on loan for the rest of the season,371,170,354,175,354,180,374,173,,,,,,,0.0,0.0,0.03,0.03,1.02,1.96,512,257,190,21,343,156,342,119,0.98,0.0
Romain Esse,Crystal Palace,MID,5.0,4,0,1.0,0.0,0,0,40,0,0,0,0,0,0,0,0,0,6.8,2.7,6.0,1.5,0.0,0,0.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.74,0,3,0,2,5,11.25,,373,172,361,179,337,171,379,178,,,,,,,0.0,0.0,0.09,0.09,3.92,0.0,378,226,355,113,384,180,498,209,0.0,0.0
Facundo Buonanotte,Brighton,MID,5.0,3,0,0.8,0.0,0,0,81,0,4,0,0,0,0,1,0,0,13.2,40.0,21.0,7.4,0.0,0,0.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.06,0.28,0.34,2.51,1,1,2,3,6,6.67,Has joined Elche on loan for the rest of the season,363,167,298,159,309,159,351,164,,,,,,,0.07,0.0,0.31,0.38,2.79,4.44,362,214,339,101,397,186,554,232,1.11,0.0
Alysson Edward Franco Alysson,Aston Villa,MID,5.0,3,0,1.0,0.0,0,0,47,0,2,0,0,0,0,0,0,0,3.2,3.5,10.0,1.5,0.0,0,0.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,1.87,0,0,1,3,4,7.66,,384,179,358,177,329,168,380,179,,,,,,,0.1,0.0,0.1,0.2,3.58,3.83,388,233,365,120,385,181,510,214,0.0,0.0
Mamadou M.Sarr,Chelsea,DEF,4.5,3,0,1.0,0.1,0,0,100,0,3,0,0,0,0,0,0,0,6.4,0.1,7.0,1.3,0.0,0,0.0,0.7,0,0,0,0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,1.63,1,1,7,2,8,7.2,,375,130,376,132,333,121,384,130,,,,,,,0.32,0.0,0.0,0.32,1.47,2.7,503,138,181,110,369,128,462,159,0.9,0.0
Julio Soler,Bournemouth,DEF,4.0,3,0,1.0,0.4,0,0,34,0,2,0,0,0,0,0,0,0,1.8,2.5,2.0,0.6,0.0,0,0.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0,1,0,4,1,2.65,Hamstring injury - 75% chance of playing,388,132,362,127,347,125,387,131,,,,,,,0.0,0.0,0.0,0.0,4.29,5.29,581,185,59,40,360,125,280,104,0.0,0.0
João Victor Souza,Spurs,DEF,4.0,3,0,0.8,0.3,0,0,142,0,3,0,0,0,0,1,0,0,12.8,31.9,17.0,6.2,0.0,0,0.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,2.61,2,0,6,3,6,3.8,,366,127,308,106,316,113,354,120,,,,,,,0.01,0.0,0.02,0.03,1.65,1.9,589,192,67,47,396,133,308,114,1.27,0.0
Zach Abbott,Nott'm Forest,DEF,4.0,3,0,1.0,0.2,0,0,165,0,4,0,0,0,0,0,0,0,25.4,6.4,0.0,3.2,0.0,0,0.0,0.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,3.47,2,4,9,10,13,7.09,,352,123,350,122,410,161,367,127,,,,,,,0.0,0.0,0.01,0.01,1.89,2.18,579,183,57,38,359,124,338,128,1.09,0.0
Jack J.Fletcher,Man Utd,MID,5.0,3,0,1.0,0.0,0,0,107,0,0,0,0,0,0,0,0,0,18.6,24.4,5.0,4.8,0.0,0,0.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,1.86,0,5,2,4,11,9.25,,358,165,316,164,339,172,360,167,,,,,,,0.03,0.0,0.02,0.05,1.56,0.0,365,217,342,104,381,177,570,245,0.0,0.0
Shea Lacey,Man Utd,MID,5.0,3,0,1.0,0.1,0,0,40,0,0,0,0,0,0,0,0,0,4.0,2.1,16.0,1.7,0.0,0,0.0,0.6,0,0,0,0,0.0,0.0,0.0,0.0,0.1,0.01,0.11,0.51,0,1,0,2,3,6.75,,381,177,366,182,318,161,375,174,,,,,,,0.22,0.0,0.02,0.24,1.15,0.0,374,223,351,110,382,178,479,199,0.0,0.0
James Maddison,Spurs,MID,6.5,3,0,1.0,1.6,0,0,34,0,0,0,0,0,0,0,0,0,2.8,9.5,15.0,2.8,0.0,0,0.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.21,0.06,0.27,0.65,0,1,0,4,5,13.24,,385,180,344,172,319,162,368,171,,,,,,,0.56,0.0,0.16,0.72,1.72,0.0,34,22,541,225,389,184,154,45,0.0,0.0
Joél Drakes-Thomas,Crystal Palace,MID,4.5,2,0,1.0,0.1,0,0,7,0,1,0,0,0,0,0,0,0,1.4,1.0,0.0,0.3,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0,1,0,2,3,38.57,,389,182,371,186,486,198,393,185,,,,,,,0.0,0.0,0.0,0.0,9.39,12.86,521,260,199,24,376,172,441,178,0.0,0.0
Rio Cardines,Crystal Palace,DEF,4.5,2,0,2.0,0.0,0,0,90,0,2,0,0,0,0,0,0,0,15.2,30.0,4.0,4.9,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.02,0.16,0.18,2.53,1,1,2,4,7,7.0,Has joined Bristol City on loan for the rest of the season,361,126,312,108,340,123,358,122,,,,,,,0.02,0.0,0.16,0.18,2.53,2.0,508,141,186,113,284,109,583,194,1.0,0.0
Josh Dasilva,Brentford,MID,5.0,2,0,1.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0.4,11.3,4.0,1.6,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.05,0,0,0,1,1,45.0,,394,185,336,171,342,174,377,176,,,,,,,3.6,0.0,0.0,3.6,2.25,0.0,252,153,229,40,378,174,536,225,0.0,0.0
Dane Scarlett,Spurs,FWD,4.5,2,0,1.0,1.6,0,0,7,0,0,0,0,0,0,0,0,0,1.0,4.1,2.0,0.7,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0,0,0,1,1,12.86,,390,45,356,44,350,45,386,44,,,,,,,0.0,0.0,0.13,0.13,0.39,0.0,474,59,152,1,362,42,150,24,0.0,0.0
Jenson Seelt,Sunderland,DEF,4.5,2,0,1.0,0.0,0,0,133,0,2,0,0,0,0,0,0,0,33.6,2.4,0.0,3.6,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.33,1,4,8,6,12,8.12,,346,121,363,128,465,180,366,126,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,487,133,165,105,365,127,574,193,0.68,0.0
Divine Mukasa,Man City,MID,4.5,2,0,1.0,0.1,0,0,25,0,0,0,0,0,0,0,0,0,4.2,28.3,4.0,3.7,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.34,0,0,0,1,1,3.6,,377,174,313,163,341,173,364,170,,,,,,,0.0,0.0,0.76,0.76,1.22,0.0,509,256,187,20,372,170,395,150,0.0,0.0
Alex A.Murphy,Newcastle,DEF,4.0,2,0,1.0,0.4,0,0,7,0,1,0,0,0,0,0,0,0,10.2,0.6,2.0,1.3,0.0,0,0.0,0.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0,0,4,0,4,51.43,Has joined FC Kaiserslautern on loan for the rest of the season,370,129,372,130,346,124,382,129,,,,,,,0.0,0.0,0.0,0.0,6.3,12.86,577,181,55,36,357,122,290,108,0.0,0.0
Kepa Arrizabalaga,Arsenal,GKP,5.0,2,0,2.0,0.1,0,0,90,0,1,0,0,0,2,0,0,0,19.8,0.0,0.0,2.0,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,1,0,3,8,0,0.0,,357,30,497,59,491,54,373,30,,,,,,,0.0,2.0,0.0,0.0,0.98,1.0,234,9,211,51,285,28,428,47,1.0,0.0
Tyler Fletcher,Man Utd,MID,4.5,2,0,1.0,0.3,0,0,17,0,0,0,0,0,0,0,0,0,0.8,3.0,0.0,0.3,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.33,0,0,0,2,2,10.59,,391,183,360,178,466,192,391,183,,,,,,,0.0,0.0,0.05,0.05,1.75,0.0,488,251,166,15,366,166,305,100,0.0,0.0
George George Hemmings,Aston Villa,MID,4.5,2,0,1.0,0.4,0,0,25,0,0,0,0,0,0,0,0,0,0.0,1.7,2.0,0.3,0.0,0,0.0,0.4,0,0,0,0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.61,0,0,0,1,1,3.6,,492,197,369,185,353,179,392,184,,,,,,,0.14,0.0,0.04,0.18,2.2,0.0,507,255,185,19,371,169,271,88,0.0,0.0
Sean Neave,Newcastle,FWD,4.5,1,0,1.0,0.7,0,0,13,0,1,0,0,0,0,0,0,0,0.0,0.0,5.0,0.5,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.37,0,0,0,0,0,0.0,,495,54,490,54,338,44,389,45,,,,,,,0.21,0.0,0.0,0.21,2.56,6.92,513,69,191,11,374,45,223,37,0.0,0.0
Jun'ai Byfield,Spurs,DEF,4.0,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.4,0.5,0.0,0.1,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,393,133,373,131,418,168,396,133,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,590,193,68,48,361,126,485,166,0.0,0.0
Djiamgone Jocelin Ta Jocelin.T,Sunderland,MID,5.0,1,0,1.0,0.0,0,0,38,0,0,0,0,0,0,0,0,0,3.4,4.3,2.0,1.0,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.24,1,1,0,2,3,7.11,,382,178,355,176,356,181,385,181,,,,,,,0.0,0.0,0.09,0.09,0.57,0.0,391,235,368,122,386,182,584,255,2.37,0.0
Arthur Masuaku,Sunderland,DEF,4.0,1,0,0.3,0.7,0,0,125,0,2,0,0,0,0,1,0,0,21.8,20.1,7.0,4.9,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.08,0.15,2.09,2,4,6,3,10,7.2,Has joined Konyaspor permanently,356,124,324,113,332,120,357,121,,,,,,,0.05,0.0,0.06,0.11,1.5,1.44,530,147,8,2,399,134,224,84,1.44,0.0
Antoni Milambo,Brentford,MID,5.0,1,0,1.0,0.0,0,0,45,0,3,0,0,0,0,0,0,0,4.0,1.8,0.0,0.6,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,1.49,1,2,0,2,4,8.0,Knee injury - Unknown return date,380,176,368,184,544,230,388,182,,,,,,,0.0,0.0,0.02,0.02,2.98,6.0,364,216,341,103,380,176,588,259,2.0,0.0
Kaye Furo,Brentford,FWD,4.5,1,0,1.0,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0,0,0,0,0,0.0,,493,52,488,52,480,53,494,53,,,,,,,0.0,0.0,0.0,0.0,1.8,0.0,510,67,188,9,373,44,207,33,0.0,0.0
Callum Olusesi,Spurs,MID,4.5,1,0,1.0,0.8,0,0,14,0,0,0,0,0,0,0,0,0,0.6,1.8,0.0,0.2,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.75,0,0,0,2,2,12.86,,392,184,367,183,459,191,394,186,,,,,,,0.0,0.0,0.06,0.06,4.82,0.0,479,250,157,14,363,165,204,70,0.0,0.0
Bendito Bendito Mantato,Man Utd,MID,4.5,1,0,1.0,0.2,0,0,15,0,0,0,0,0,0,0,0,0,2.2,11.7,0.0,1.4,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.05,0,0,0,0,0,0.0,,386,181,335,170,479,195,381,180,,,,,,,0.0,0.0,0.06,0.06,0.3,0.0,505,254,183,18,370,168,370,135,0.0,0.0
Hákon Rafn Valdimarsson,Brentford,GKP,4.5,1,0,1.0,0.1,0,0,90,0,3,0,0,0,1,0,0,0,13.0,0.0,0.0,1.3,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,1,0,0,7,0,0.0,,365,31,474,52,462,46,383,31,,,,,,,0.0,1.0,0.0,0.0,0.97,3.0,483,42,161,42,364,31,430,48,1.0,0.0
Nehemiah Oriola,Brighton,MID,4.5,1,0,1.0,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,488,196,484,198,474,194,490,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,498,253,176,17,367,167,350,122,0.0,0.0
James Rowswell,Spurs,DEF,4.0,1,0,1.0,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0,0,0,0,0,0.0,,437,160,422,159,403,155,439,160,,,,,,,0.0,0.0,0.0,0.0,32.4,0.0,571,176,49,31,356,121,460,158,0.0,0.0
Shumaira Mheuka,Chelsea,FWD,4.5,1,0,1.0,0.3,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.3,0.0,0.2,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0,0,1,0,1,90.0,,387,44,374,45,477,52,395,46,,,,,,,0.0,0.0,0.0,0.0,4.5,0.0,501,66,179,8,368,43,297,53,0.0,0.0
Tyler Fredricson,Man Utd,DEF,4.0,1,0,1.0,0.1,0,0,2,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.4,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,2,0,2,90.0,Has joined Lausanne-Sport permanently,379,131,428,164,409,160,390,132,,,,,,,0.0,0.0,0.0,0.0,13.5,0.0,578,182,56,37,358,123,466,160,0.0,0.0
Dário D.Essugo,Chelsea,MID,4.5,1,0,0.3,0.2,0,0,26,0,1,0,0,0,0,2,0,0,11.4,2.1,2.0,1.6,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.55,0,6,1,1,8,27.69,,369,169,365,181,351,178,376,175,,,,,,,0.0,0.0,0.03,0.03,1.9,3.46,475,247,153,11,400,188,356,125,0.0,0.0
Bradley Burrowes,Aston Villa,MID,4.5,1,0,1.0,0.7,0,0,16,0,1,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0.0,0,0.0,0.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,1,1,5.62,,499,199,375,187,485,197,499,199,,,,,,,0.0,0.0,0.0,0.0,5.06,5.62,520,259,198,23,375,171,221,73,0.0,0.0
Tyler Bindon,Nott'm Forest,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,441,163,426,162,407,158,443,163,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,575,179,53,34,446,163,376,139,0.0,0.0
Kosta Nedeljkovic,Aston Villa,DEF,4.0,0,0,0.0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,446,168,432,168,414,165,448,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,584,188,62,43,451,168,205,75,0.0,0.0
Samuel Iling Jr,Aston Villa,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Bolton Wanderers on loan for the rest of the season,529,219,528,219,524,218,529,219,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,318,186,295,73,529,219,569,244,0.0,0.0
Will Dennis,Bournemouth,GKP,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,423,43,408,27,389,18,425,43,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,557,60,35,14,429,43,368,40,0.0,0.0
Sean Steur,Newcastle,MID,5.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,555,235,555,235,553,235,555,235,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,385,231,362,118,555,235,409,161,0.0,0.0
Chido Obi,Man Utd,FWD,4.5,0,0,0.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,494,53,489,53,481,54,495,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,511,68,189,10,496,54,180,28,0.0,0.0
Bazoumana Touré,Newcastle,MID,6.0,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,586,256,586,256,586,256,586,256,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,108,70,535,220,586,256,324,111,0.0,0.0
Fábio Fábio Vieira,Arsenal,MID,5.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,566,243,566,243,565,243,566,243,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,160,100,419,151,566,243,576,249,0.0,0.0
Anthony Patterson,Sunderland,GKP,4.0,0,0,0.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Wrexham permanently,419,41,404,25,385,16,421,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,58,31,12,425,41,262,35,0.0,0.0
Ewen Jaouen,Newcastle,GKP,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,487,62,483,56,473,50,489,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,497,46,175,46,492,62,514,60,0.0,0.0
Mark Gillespie,Newcastle,GKP,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,452,50,441,37,424,28,454,50,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,397,24,75,24,457,50,520,61,0.0,0.0
Jeremy Monga,Man City,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,556,236,556,236,554,236,556,236,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,386,232,363,119,556,236,555,233,0.0,0.0
Leo Fuhr Hjelde,Sunderland,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined KV Mechelen on loan for the rest of the season,432,157,417,156,398,152,434,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,566,173,44,28,438,158,380,140,0.0,0.0
Xaver Schlager,Nott'm Forest,MID,5.0,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,507,205,503,205,499,204,507,205,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,258,157,235,44,507,205,415,164,0.0,0.0
Thomas Meunier,Sunderland,DEF,4.5,0,0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Knock - 75% chance of playing,453,173,442,173,425,171,455,173,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,399,81,77,53,458,173,302,113,0.0,0.0
Brandon Austin,Spurs,GKP,4.0,0,0,0.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,414,40,399,24,380,15,416,40,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,547,57,25,11,420,40,220,29,0.0,0.0
Illan Meslier,Arsenal,GKP,5.0,0,0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,520,65,517,62,514,60,520,65,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,298,15,275,57,520,65,508,58,0.0,0.0
Marcus Rashford,Man Utd,MID,7.0,0,0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,592,261,592,261,592,261,592,261,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,23,14,563,243,592,261,163,50,0.0,0.0
Gerónimo Rulli,Man City,GKP,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,501,63,496,58,490,53,501,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,233,8,210,50,501,63,578,66,0.0,0.0
Julián J.Araujo,Bournemouth,DEF,4.5,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Thigh injury - Unknown return date,468,177,460,177,445,176,470,177,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,455,119,133,91,473,177,507,171,0.0,0.0
Ashley Phillips,Spurs,DEF,4.5,0,0,0.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Middlesbrough permanently,483,181,479,181,469,181,485,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,491,134,169,106,488,181,469,161,0.0,0.0
Lukás Horníček,Newcastle,GKP,5.0,0,0,0.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,531,66,530,65,526,62,531,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,320,18,297,60,531,66,247,32,0.0,0.0
Kalvin Phillips,Man City,MID,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Has joined Sheffield United on loan for the rest of the season,504,202,500,202,494,201,504,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,242,146,219,33,504,202,533,223,0.0,0.0
Omar O.Richards,Nott'm Forest,DEF,4.0,0,0,0.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,,413,144,398,143,379,139,415,144,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,546,159,24,14,419,145,335,126,0.0,0.0
Brian Madjo,Aston Villa,FWD,5.5,0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,Unspecified injury - Unknown return date,582,67,582,67,581,67,582,67,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,223,47,482,43,582,67,194,32,0.0,0.0
